2003	1	1	10	6
	274	29	274.500000	-60.332024	9.795009e+04	1.572181e+01	7.115456e-01
	326	51	326.500000	-38.393178	9.872667e+04	1.958159e+01	1.138310e+00
	203	66	203.500000	-23.434808	9.935667e+04	1.584982e+01	3.764449e+00
	168	76	168.500000	-13.462551	9.920241e+04	1.516736e+01	2.292551e+00
	66	78	66.500000	-11.468099	1.008171e+05	1.315841e+01	5.999941e+00
	32	95	32.500000	5.484743	1.004390e+05	4.027671e+00	4.701540e+02
	93	127	93.500000	37.395954	1.017766e+05	3.616173e+00	2.825893e+03
	166	127	166.500000	37.395954	9.754482e+04	2.669709e+01	4.917607e-01
	190	152	190.500000	62.326451	1.006412e+05	1.145123e+01	-8.572426e+00
	325	153	325.500000	63.323662	9.968212e+04	1.686906e+01	-4.032289e+01
2003	1	1	6	12
	168	76	168.500000	-13.462551	9.932641e+04	1.590695e+01	2.292551e+00
	189	93	189.500000	3.490291	9.915745e+04	2.101709e+01	1.033285e+00
	68	127	68.500000	37.395954	1.022771e+05	1.935641e+00	5.417606e+02
	82	127	82.500000	37.395954	1.019681e+05	4.190417e+00	1.440012e+03
	103	128	103.500000	38.393178	1.020560e+05	3.285415e+00	1.453721e+03
	326	154	326.500000	64.320872	9.993483e+04	1.483127e+01	-9.877186e+00
2003	1	1	8	18
	14	19	14.500000	-70.304095	9.915823e+04	4.877734e+00	2.051979e+02
	278	30	278.500000	-59.334809	9.827992e+04	1.545213e+01	-5.657013e+00
	193	72	193.500000	-17.451454	9.863408e+04	1.345724e+01	1.594481e-01
	168	76	168.500000	-13.462551	9.889007e+04	1.693060e+01	2.292551e+00
	63	78	63.500000	-11.468099	1.007568e+05	1.257390e+01	-6.500025e+00
	190	94	190.500000	4.487517	9.902062e+04	2.050973e+01	3.757016e+00
	84	130	84.500000	40.387625	1.023632e+05	2.248410e+00	9.276356e+02
	326	154	326.500000	64.320872	1.000712e+05	1.373482e+01	-9.877186e+00
2003	1	2	7	0
	282	31	282.500000	-58.337594	9.866875e+04	1.552828e+01	-9.118364e+00
	323	65	323.500000	-24.432033	1.001850e+05	1.824844e+01	-4.304300e+00
	193	72	193.500000	-17.451454	9.845645e+04	1.477863e+01	1.594481e-01
	168	76	168.500000	-13.462551	9.880152e+04	1.814500e+01	2.292551e+00
	61	77	61.500000	-12.465325	1.004726e+05	1.254941e+01	-1.125382e+00
	190	94	190.500000	4.487517	9.904301e+04	2.065365e+01	3.757016e+00
	31	95	31.500000	5.484743	1.001280e+05	2.589406e+00	4.875278e+02
2003	1	2	7	6
	324	64	324.500000	-25.429258	1.002220e+05	1.628264e+01	2.529196e+00
	192	72	192.500000	-17.451454	9.813253e+04	1.663671e+01	1.165911e+00
	168	76	168.500000	-13.462551	9.850055e+04	1.984721e+01	2.292551e+00
	31	95	31.500000	5.484743	1.003226e+05	4.566938e+00	4.875278e+02
	191	96	191.500000	6.481969	9.886795e+04	1.916391e+01	-4.785324e-01
	52	127	52.500000	37.395954	1.017212e+05	4.884858e+00	-7.485519e+01
	93	127	93.500000	37.395954	1.018886e+05	1.927552e+00	2.825893e+03
2003	1	2	6	12
	56	58	56.500000	-31.412608	1.000288e+05	1.913479e+01	1.368890e+00
	192	72	192.500000	-17.451454	9.788126e+04	1.910213e+01	1.165911e+00
	168	76	168.500000	-13.462551	9.858966e+04	2.122520e+01	2.292551e+00
	191	97	191.500000	7.479196	9.908338e+04	1.979846e+01	-2.089273e+00
	8	123	8.500000	33.407057	1.001894e+05	1.576398e+01	1.303247e+02
	240	136	240.500000	46.370961	1.017903e+05	2.991853e+00	4.293012e+02
2003	1	2	8	18
	218	24	218.500000	-65.318081	9.544541e+04	1.598135e+01	2.632265e+00
	56	56	56.500000	-33.407057	9.998638e+04	2.187151e+01	-7.598811e-01
	192	71	192.500000	-18.448680	9.810253e+04	1.746788e+01	-1.831163e-01
	130	74	130.500000	-15.457003	9.999885e+04	1.161418e+01	1.398739e+02
	169	76	169.500000	-13.462551	9.847550e+04	2.153881e+01	-1.038304e-02
	191	98	191.500000	8.476422	9.920014e+04	1.857403e+01	-8.018560e-01
	68	127	68.500000	37.395954	1.018916e+05	3.484013e+00	5.417606e+02
	40	132	40.500000	42.382071	1.015877e+05	4.278908e+00	2.503806e+01
2003	1	3	11	0
	221	24	221.500000	-65.318081	9.567578e+04	1.786041e+01	-3.973091e+00
	56	54	56.500000	-35.401506	9.991775e+04	1.955884e+01	4.569540e-01
	191	71	191.500000	-18.448680	9.804553e+04	1.882836e+01	-2.492590e+00
	130	73	130.500000	-16.454229	1.001721e+05	1.230226e+01	2.041409e+02
	169	75	169.500000	-14.459777	9.864544e+04	2.095392e+01	5.627407e-01
	191	99	191.500000	9.473648	9.921972e+04	1.821738e+01	1.002414e+00
	52	127	52.500000	37.395954	1.018546e+05	3.885696e+00	-7.485519e+01
